institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
Centre National des Semences Foresti?res	9898d7f3-bd89-4bc8-87e7-77b60d9f9f18	9898d7f3-bd89-4bc8-87e7-77b60d9f9f18	086f5148-c0a8-469b-84cc-cce5342f9242	SP/CONEDD-DCIME	Division de l’information et du suivi de l’environnement	fra	["spconedd@fasonet.bf"]	["+226 50 30 74 43 et +226 50 33 37 00"]	["http://www.spconedd.bf"]	Ouagadougou	BF	6486			1	2014-04-02T10:27:34.292+0000	2014-04-13T17:47:51.255+0000	
	2e7df380-8356-4533-bcb3-5459e23c794e	2e7df380-8356-4533-bcb3-5459e23c794e	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	Natural History Museum of Denmark	The Natural History Museum (SNM) was established on 1 January 2004 by the merging of four separate institutions: the Botanic Garden, the Botanical Museum and Library, the Geological Museum and the Zoological Museum. SNM is now a department of the University of Copenhagen.  The museum is responsible for maintaining and building up natural history collections, for carrying out research in the natural sciences, and for presenting the current state of knowledge about natural history to the general public. The museum's exhibitions in particular play an important role in teaching and public outreach. As part of the University's science faculty, the museum's science staff also teach and supervise students at all levels, and the museum welcomes many international scientists and students.  As the country's principal natural history museum, the museum gives specialist support to other natural history museums in Denmark. It is also here that unusual and valuable finds of natural historical interest, such as rare fossils or meteorites, are reported, examined, and collected.	eng			["http://snm.ku.dk/english/"]		DK		55.70261	12.55967	8	2014-05-23T13:21:52.074+0000	2014-05-26T12:47:22.627+0000	
IB-Komi-SC-UB-RAS	cb55694d-f3b8-451c-999e-d9286d7dfc86	cb55694d-f3b8-451c-999e-d9286d7dfc86	7f48e0c8-5c96-49ec-b972-30748e339115	Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences	Institute of Biology of Komi Scientific Centre of the Ural Branch of the Russian Academy of Sciences (IB Komi SC UB RAS) was organized in 1962. The Institute is the largest the academic centre for ecological and biological research on the European North-East Russia. The Institute consists of six departments and four laboratories, Zoological museum, Botanical garden and herbarium (SYKO).  Main areas of research: - Study of biodiversity, structural and functional organization, stability and productivity of taiga and tundra ecosystems; - Biological action of ionizing radiation and other physico-chemical factors on cells, living organisms and natural ecosystems; problems of radiation and ecological genetics; - Study of physiological-biochemical basis of adaptation and reproduction of plants in cold climates; - Study of biologically active compounds in plants of natural flora and introduced plants; - Development of methods for monitoring, bioindication; creation of inventories and databases of biological resources of the European North-East with the use of remote sensing and GIS technologies.	eng			["http://ib.komisc.ru/"]	Syktyvkar	RU	167000	61.64	50.84	1	2016-01-13T15:25:03.487+0000	2017-01-09T11:30:18.279+0000	
Faculdade S?o Lucas (FSL)	a684d545-47fd-44fc-b557-6971a864c055	a684d545-47fd-44fc-b557-6971a864c055	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Centro de Ensino São Lucas	Fundada em dezembro de 1999, quando recebeu autorização do Ministério da Educação para atuar no ensino superior, a Faculdade São Lucas iniciou suas atividades em Porto Velho no mês de março de 2000 com os cursos de Turismo e Administração (com habilitação em Administração de Negócios e Administração Hospitalar). Após 15 anos de atuação em Rondônia, a Faculdade São Lucas oferece, atualmente, 11 cursos reconhecidos pelas excelentes pontuações junto ao MEC, que recebem acadêmicos de vários estados da federação. São eles: Administração, Biomedicina, Ciências Biológicas, Ciências Contábeis, Direito, Enfermagem, Fisioterapia, Fonoaudiologia, Medicina, Nutrição e Odontologia. Hoje, a Faculdade São Lucas consolida-se como a maior faculdade privada do estado de Rondônia e uma das maiores da região Norte, destaque este que aumenta o seu compromisso com a ética e com a responsabilidade social. É reconhecida por seu corpo docente composto por profissionais altamente qualificados e com ampla experiência curricular, que contribui de forma direta para o ensino de qualidade.	eng			["http://www.saolucas.edu.br"]	Porto Velho	BR	78916-450			2	2015-05-28T14:35:32.921+0000	2015-05-28T14:35:32.921+0000	
Danish Society for Nature Conservation (DSNC)	346d6a19-724a-433f-bd87-be9e4dde7127	346d6a19-724a-433f-bd87-be9e4dde7127	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	Danish Society for Nature Conservation / Danmarks Naturfredningsforening	Danish Society for Nature Conservation is the largest nature and environmental organization in Denmark. As the voice of nature towards politicians, agriculture, industry and people we are fighting for a sustainable and green Denmark with a rich nature and a clean and healthy environment for the benefit of us all - also in the future.	eng			["http://www.dn.dk/"]	Copenhagen	DK	DK-2100			1	2015-11-18T19:52:30.473+0000	2016-04-27T15:22:51.608+0000	
W	4e11d750-bafb-11d9-8e53-b8a03c50a862	4e11d750-bafb-11d9-8e53-b8a03c50a862	1e789bc9-79fc-4e60-a49e-89dfc45a7188	Natural History Museum, Vienna - Herbarium W	http://www.nhm-wien.ac.at/nhm/Botanik/	eng			["http://www.nhm-wien.ac.at/nhm/Botanik/"]	Vienna	AT		48.20528	16.35932	1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
WII	4a19e429-8f13-478e-86d7-93adb7534524	4a19e429-8f13-478e-86d7-93adb7534524	59d15a9b-ba51-43c3-a53f-304fe6732c04	Wildlife Institute of India	Wildlife Institute of India (WII) is an Autonomous Institution of Ministry of Environment and Forests, Government of India. Established in 1982, WII is an internationally acclaimed Institution, which offers training program, academic courses and advisory in wildlife research and management. The Institute is actively engaged in research across the breadth of the country on biodiversity related issues.    The Institute's idyllic campus that has been carefully developed to create state of the art infrastructure encourages scholarly work.	eng			["http://www.wii.gov.in"]		IN		30.28394	77.97458	8	2010-05-06T04:14:24.000+0000	2010-05-08T06:40:19.000+0000	
LABEF/UAC	633602e8-4c6f-4619-b433-c4968da3ed08	633602e8-4c6f-4619-b433-c4968da3ed08	efb9c00e-f802-45dd-8826-a52ec45b89ff	Laboratoire d'Ecologie Appliquée/Université d’Abomey-Calavi (LEA/UAC)	Created by Professor Brice Sinsin in 1994, the Laboratory of Applied Ecology (LEA) is part of the Faculty of Agronomic Sciences (FSA) at the University of Abomey-Calavi (UAC-Benin). The LEA is one of the most advanced research institutions on natural resources in West Africa. Activities for the LEA deal with capacity building through training, basic research and applied research for development. The LEA has attracted over 50 PhD students and 80 MS students since its creation. Scientific research at the LEA has resulted in more than 300 scientific publications in peer-reviewed international scientific journals, books and conference proceedings. To date, the LEA has completed and has been involved in various projects on sustainable management of natural resources, domestication of fodder and food tree species in Africa, organic agriculture research and training, bioenergy development, nutrient management, and many other things. For more details, scroll through other areas on the webpage.	eng			["http://leabenin-fsauac.net/en/"]	Cotonou	BJ	229			1	2016-11-22T12:33:01.385+0000	2016-11-22T12:41:18.658+0000	
threatenedCAT	ecb9d4a0-9e99-4ce7-b571-925a963a4d32	ecb9d4a0-9e99-4ce7-b571-925a963a4d32	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Herbarium specimens of threatened vascular plants in Catalonia	In this projecte we have obtained a specimens’ dataset of the Catalonian threatened vascular plants conserved in five public Catalonian herbaria (BC, BCN, HGI, HBIL and MTTE). Catalonia is an administrative region of NE Spain with large autochthon plants diversity and 199 taxa with IUCN threatened categories (EX, EW, RE, CR, EN and VU). This dataset includes 1,618 records collected from 17th century to nowadays. For each specimen, the species name, locality indication, collection date, collector, ecology and revision label are recorded. More than 94% of the taxa are represented in the herbaria, which evidence the paper of the botanical collections as an essential source of occurrence data. The dataset has been published in a data paper available in http://phytokeys.pensoft.net/articles.php?id=11542	eng				NA	ES				1	2017-03-09T14:44:05.946+0000	2017-03-09T14:44:05.946+0000	
Pangaea	d5778510-eb28-11da-8629-b8a03c50a862	d5778510-eb28-11da-8629-b8a03c50a862	4f6826f2-4ff6-443d-b966-e6913bd24013	PANGAEA - Publishing Network for Geoscientific and Environmental Data	http://www.pangaea.de	eng			["http://www.pangaea.de"]	Bremerhaven	DE		53.5408	8.58375	7035	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
IDBD-GN	487a39c4-f5c0-4dbe-8e11-54b743d6f735	487a39c4-f5c0-4dbe-8e11-54b743d6f735	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Directorate General of Environment and Water, Dept. of Rural Development and Environment, Government of Navarre		eng	["biodiversidad.navarra@tracasa.es"]	["+34948194882"]		Navarra	ES	31005			1	2013-07-10T08:27:21.000+0000	2013-07-10T08:27:21.000+0000	
UvA-IBED	1f55bd0a-6ebe-49a1-8a9c-9258702b6f46	1f55bd0a-6ebe-49a1-8a9c-9258702b6f46	0909d601-bda2-42df-9e63-a6d51847ebce	University of Amsterdam / IBED	Institute for Biodiversity and Ecosystem Dynamics (IBED) of the University of Amsterdam. The research of IBED integrates studies of biodiversity, ecosystems and the environment, by using methods typical of the disciplines of biology, chemistry and physical geography.	eng	["ibed-science@uva.nl"]	["31(0)20-5256635"]	["http://ibed.uva.nl/"]	Amsterdam	NL	NL-1090 GE	52.3558	4.9521	16	2012-03-29T09:46:59.000+0000	2015-09-29T13:06:28.516+0000	
CRSN_LWIRO	45a451cf-a94a-4df0-9511-1dca805a97db	45a451cf-a94a-4df0-9511-1dca805a97db	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Herbarium du CRSN-Lwiro	Herbarium of the Lwiro  National Centre for the Research in Natural Sciences (South-Kivu)	fra	["mwangaithe@yahoo.fr"]	["+243 853 351 783"]	["http://www.congobiodiv.org/en/infrastructure/herbaria/lwiro"]	Bukavu	CD				1	2013-04-22T13:28:21.000+0000	2013-04-22T13:28:21.000+0000	
Brock University (BU)	b35e2d16-5a39-486f-82ee-61662e45c665	b35e2d16-5a39-486f-82ee-61662e45c665	8f83fc96-c966-4126-83f7-bf044dc49efa	Brock University	Brock is a publicly funded university located in the Niagara Region of Ontario, Canada.  Its location along the Niagara Escarpment grants it a special position within a designated UNESCO Biosphere Reserve.  The Niagara region is special as it represents one of the last regions in Canada where the Carolinian ecosystem can be found and where many specie at risk are present.  Unfortunately, for various reasons, the region has been the target of few intensive biodiversity studies with specimen collections.  The university, along with several local organizations, envisions itself as a leader in improving our understanding of plant diversity in the region and therefore aims at becoming the official specimen depository for the region.  The establishment and registration of our herbarium, which includes collections dating back to the 1930’s, is an important step to engaging the international community.  This will allow improving the knowledge of the area and exchange with other institutions that may have studied in the region.  It is also a collaborative effort with other local organizations that believe this initiative timely considering new conservation projects such as those of the Niagara Land Trust.	eng			["http://www.brocku.ca"]	St. Catharines	CA	L2S3A1			1	2015-11-18T08:52:18.587+0000	2016-04-27T15:21:59.953+0000	
HNC	24266ce0-38be-11d9-8439-b8a03c50a862	24266ce0-38be-11d9-8439-b8a03c50a862	cfe0cad9-2bf4-4d16-ae33-c3dfb0da1ed9	Cameroon National Herbarium	https://www.orleans.ird.fr/letouzey/	eng			["https://www.orleans.ird.fr/letouzey/"]	Yaoundé	CM		3.86014	11.52054	2	2010-05-03T22:02:00.000+0000	2012-01-26T14:45:14.000+0000	
EFG	01ea5fd7-42b3-42a0-aa34-2fe0a50167ef	01ea5fd7-42b3-42a0-aa34-2fe0a50167ef	cfe0cad9-2bf4-4d16-ae33-c3dfb0da1ed9	Ecole de Faune de Garoua		eng				Garoua	CM				1	2011-04-14T15:06:17.000+0000	2011-04-14T15:06:17.000+0000	
UB-GEOVEG	4baf4e1d-f960-49d1-b09a-8012bd38eb20	4baf4e1d-f960-49d1-b09a-8012bd38eb20	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Faculty of Biology, University of Barcelona		eng	["jninot@ub.edu"]	["+34934021476"]		Barcelona	ES	08028			1	2013-07-09T15:40:08.000+0000	2013-07-09T15:40:08.000+0000	
Fundaci?n ALMA	05827c69-a802-472f-bbe3-76629dfd57a7	05827c69-a802-472f-bbe3-76629dfd57a7	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Fundación Alma	Organización ambiental sin ánimo de lucro, con personería jurídica número 1752 el día 8 de agosto de 1985, otorgada por el Ministerio de Justicia, cuyo objeto es el de fomentar labores tendientes a la defensa del Medio Ambiente en el País. Realizar cualquier tipo de evento de carácter científico, económico, cultural, social y ambiental. Producir directamente todo el material de carácter didáctico, científico y/o promocional, realizar investigaciones científicas de carácter económico, ambiental, social y cultural entre otros.	spa			["http://www.fundacion-alma.org/"]		CO				2	2012-10-17T12:54:06.000+0000	2012-10-17T12:54:06.000+0000	
SEAK	d54819fb-3423-49b9-bac4-5ac1624f9070	d54819fb-3423-49b9-bac4-5ac1624f9070	7e865cba-7c46-417b-ade5-97f2cf5b7be0	SEAK S.A.S	Seak S.A.S es una aplicación móvil gratuita basada en el concepto de ciencia ciudadana que anima a los amantes del mar en todo el mundo a recolectar información de la biodiversidad marina de forma continua y ordenada, a través de fotografías, posiciones geográficas y datos curiosos observados a diario en sus expediciones al mar, convirtiendo a estos héroes en los ojos de la humanidad en el mar. Con el fin de dar a conocer la biodiversidad marina y promover la conservación de los mares.	spa			["http://www.seak.it"]	Santa Marta	CO		5.13061	-73.78349	1	2016-05-12T12:33:54.241+0000	2016-05-12T12:33:54.241+0000	
UDESC	d6541129-2940-44c0-baa1-ed6be2066df0	d6541129-2940-44c0-baa1-ed6be2066df0	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade do Estado de Santa Catarina	A UDESC é uma instituição multicampi, em Santa Catarina, atualmente com 11 centros de Ensino, Pesquisa e Extensão. A relevância dos grupos de pesquisa na produção científica atual, na UDESC reside, principalmente, no fato de que a educação é compreendida como um processo de aprendizagem, no qual o conhecimento é construído coletivamente por meio de ações conjuntas, o que possibilita, também, a interação entre diferentes áreas do saber. Para exemplificar o comprometimento com a pesquisa, a UDESC disponibiliza, com recursos próprios, bolsas de Iniciação Científica e bolsas do Programa de Monitoria de Pós-graduação. Aliado a esse esforço, a Universidade tem se empenhado na captação de recursos externos para fomentar os projetos de pesquisa desenvolvidos em seus laboratórios. \nDentre 152 grupos de pesquisa da UDESC cadastrados junto ao CNPq, está o grupo \u201cUso e Conservação de Recursos Florestais\u201d que atua nas linhas de pesquisa: Caracterização da flora e fauna de ambientes campestres e florestais e Diversidade genética de espécies vegetais e animais. Este grupo tem trabalhado para avançar no entendimento do ecossistema de fragmentos florestais com vistas a sua utilização e conservação, de maneira a valorar estes fragmentos para que eles possam ser preservados e ampliados. Os resultados de estudos a campo, na área de botânica, tem contribuído com a ampliação do acervo do herbário LUSC, no Centro de Ciências Agroveterinárias, de forma significativa. \nOutras informações sobre a pesquisa institucional poderão ser obtidas em http//udesc.br/arquivos/id_submenu/762/catalogogruposdepesquisasmall.pdf	eng			["http://www.cav.udesc.br"]	Lages	BR	88250-000			1	2015-05-19T12:15:32.912+0000	2015-05-19T12:15:32.912+0000	
Ce3C	065f437a-3604-4e48-9ff2-132ed6a0a5a2	065f437a-3604-4e48-9ff2-132ed6a0a5a2	673f7038-4262-4149-b753-5658a4e912f6	Centre for ecology, evolution and environmental change	cE3c is committed to a sustainable future. Tackling the challenges posed by global change requires a tighter integration of the knowledge from life and environmental sciences, and cE3c was built to meet this necessity.  At cE3c we acknowledge that producing the necessary knowledge is a crucial step, and that using this knowledge to effectively promote change is another. We combine research with action and integrate science and education, to produce a capable next generation of scientists, a better-informed public, and adequately advised policy.  Our research examines and integrates all levels of biological organization -from organisms up to entire ecosystems (natural and anthropogenic) and is used to support and inform governmental agencies and entities, nonprofit organizations, private companies and citizens. The combined expertise and unique databases of cE3c constitute fundamental repositories of knowledge for Portugal, insular Europe, other Portuguese-speaking countries and the European Union. Not surprisingly, therefore, we have been successful in informing and influencing policy at the regional, national and European level.	eng			["http://ce3c.ciencias.ulisboa.pt/"]	Lisbon	PT	1749-016			1	2016-07-06T11:37:23.826+0000	2016-07-06T11:39:17.717+0000	
BRFC	fdb42521-dcf1-4d90-9db8-dc4309f00dcf	fdb42521-dcf1-4d90-9db8-dc4309f00dcf	8618c64a-93e0-4300-b546-7249e5148ed2	Black Rock Forest Consortium	The Consortium possesses a herbarium collection of 623 mounted and labeled specimens, almost exclusively collected from the Forest by Kerry Barringer and Steven Clemants between 1990 and 1998, and used to complete a comprehensive list of all the vascular flora existing within the Forest (Barringer, K. and S. E. Clemants. 2003. The vascular flora of Black Rock Forest, Cornwall, New York. Journal of the Torrey Botanical Society 130(4): 292-308). The collection also includes some specimens collected from the nearby West Point Military Reservation by Steven Clemants, and a few specimens from other locations in the county, submitted by amateur collectors.	eng			["http://www.blackrockforest.org"]	Cornwall	US	12518			1	2016-06-28T11:45:13.998+0000	2016-06-28T12:22:27.445+0000	
	13dba6c4-e112-473d-a827-850256bf53c6	13dba6c4-e112-473d-a827-850256bf53c6	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Highland Biological Recording Group	Founded in 1986 to encourage and support biological recording by residents and visitors in this sparsely populated but biologically rich area of Scotland.	eng	["info@hbrg.org.uk"]	[null]	["http://www.hbrg.org.uk"]		GB	IV11 8XX	57.68061	-4.03468	8	2016-11-15T15:46:04.474+0000	2017-11-16T08:12:10.172+0000	
Isle of Wight Local Records Centre	f63e7835-6213-4c4c-9f0d-4c4dca080aed	f63e7835-6213-4c4c-9f0d-4c4dca080aed	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Isle of Wight Local Records Centre		eng	[null]	[null]	["http://www.wildonwight.co.uk/lrc/"]	Newport	GB	PO30 2QS	50.7006	-1.2908	4	2017-05-09T13:57:54.740+0000	2017-11-16T08:08:36.508+0000	
NatureSpot	1c6f1c68-6ba9-4e36-97c7-8a58315d8698	1c6f1c68-6ba9-4e36-97c7-8a58315d8698	d897a5b9-35ee-4232-94bd-b0bcaac003c2	NatureSpot	NatureSpot is a citizen science charity, run by volunteers, that helps the public to identify local wildlife, find out about 'wild places' and to record their sightings. The NatureSpot website offers an online showcase of over 5,000 species and provides descriptions, images, status information and both local and national distribution maps.	eng	["info@naturespot.org.uk"]	[null]	["www.naturespot.org.uk"]	Leicestershire and Rutland	GB	LE60JF	52.66667		1	2017-05-09T14:08:31.644+0000	2017-11-16T08:08:33.602+0000	
Plantlife International	c6e13440-2545-4ab7-9e7e-c347e8cd7cf2	c6e13440-2545-4ab7-9e7e-c347e8cd7cf2	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Plantlife	Wild flowers and plants play a fundamental role for wildlife, and their colour and character light up our landscapes. From the open spaces of our nature reserves to the corridors of government, Plantlife are here to raise their profile, to celebrate their beauty and protect their future. Without our help, this priceless natural heritage is in danger of being lost. Join us in enjoying the very best that nature has to offer.	eng	["beth.halski@plantlife.org.uk"]	["01722 342737"]	["http://www.plantlife.org.uk/uk"]	36 Milford Street	GB	SP1 2AP	51.06852	-1.79165	2	2017-05-09T14:10:43.894+0000	2017-06-19T08:44:46.688+0000	
Porcupine Marine Natural History Society	f0a23325-1a1d-4b4c-a192-63765963d0a4	f0a23325-1a1d-4b4c-a192-63765963d0a4	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Porcupine Marine Natural History Society	The Society encourages a wider understanding of the biology, ecology and distribution of marine organisms, through fieldwork, meetings and information exchange.	eng	[null]	[null]	["http://pmnhs.co.uk/"]		GB				1	2017-02-09T14:58:23.935+0000	2017-11-16T08:10:12.373+0000	
Royal Horticultural Society	f6213f74-d638-4907-a96d-26ca3b5da0c7	f6213f74-d638-4907-a96d-26ca3b5da0c7	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Royal Horticultural Society	The Royal Horticultural Society (RHS) is the UK's leading gardening charity dedicated to advancing horticulture and promoting gardening. The goal of the Society is to help people share a passion for plants, to encourage excellence in horticulture and inspire all who have an interest in gardening. Its charitable purpose is 'The encouragement and improvement of the science, art and practice of horticulture in all its branches'.     The RHS demonstrates a commitment to gardeners and gardening though inspirational flower shows and events, gardens, advice, research, learning and education and a role in community horticulture.     As part of the advisory and research role, data on the distribution and spread of some invasive non-native insect pests are gathered. The native fauna and flora in the four RHS gardens is also recorded.	eng	["membership@rhs.org.uk"]	["020 3176 5800"]	["www.rhs.org.uk"]	London,	GB	SW1P 2PE	51.49455		11	2016-11-15T15:46:05.086+0000	2017-11-16T08:11:43.440+0000	
BRI	96835ce2-d3af-4f6e-af81-faa0c7576fa4	96835ce2-d3af-4f6e-af81-faa0c7576fa4	4a6f1b71-969e-4fc5-a693-282b05e1220c	Department of Science, Information Technology and Innovation		eng	["info@derm.qld.gov.au"]	[null]	["https://www.qld.gov.au/dsitia/"]	Woolloongabba	AU	4102	-27.48456	153.03589	1	2017-09-20T14:54:35.635+0000	2017-09-21T20:20:05.279+0000	
	17726825-3aa2-4fbc-b0e3-303d3fc5702f	17726825-3aa2-4fbc-b0e3-303d3fc5702f	4a6f1b71-969e-4fc5-a693-282b05e1220c	Questagame	QuestaGame is an outdoor adventure game where players compete to photograph and identify species in the wild. Join quests, earn gold, capture territory, buy supplies, gain levels, build your collection -- and help document and protect Australia's biodiversity.    The game is fun, addictive and free to play. It works across all Australia -- be it in your backyard, a local park, a hiking trail, anywhere — and includes data on over half a million species of animals. See which species are more easily spotted in your location at the current time of year. Then start questing and moving up the leaderboard!    Players sightings are geo-tagged with location, date and time; and are submitted to the Atlas -- so you're not only mapping your conquests, you're also helping scientists record and protect Australia's biodiversity while you play.    QuestaGame is also a great resource for school teachers, with lesson plans that follow the Australian curriculum (see teaching resources here).    For more information, be sure to visit http://www.questagame.com	eng	[null]	[null]	[]		AU				1	2017-09-20T15:05:25.717+0000	2017-12-13T10:38:06.434+0000	
ANBG	877e75e9-6ffa-4cd1-97ea-ffe69584c29d	877e75e9-6ffa-4cd1-97ea-ffe69584c29d	4a6f1b71-969e-4fc5-a693-282b05e1220c	Australian National Botanic Gardens	The Australian National Botanic Gardens, on the lower slopes of Black Mountain in Canberra, has the world's most comprehensive display of living Australian native plants. A place for recreation, inspiration, science and learning.	eng	["anbg-info@anbg.gov.au"]	[null]	["http://www.anbg.gov.au/"]	Canberra	AU		-35.27947	149.10985	1	2017-09-20T15:07:03.279+0000	2017-09-21T20:22:35.358+0000	
BDRS	2fe913e8-b84b-4c5b-96ab-0c972a9bb45c	2fe913e8-b84b-4c5b-96ab-0c972a9bb45c	4a6f1b71-969e-4fc5-a693-282b05e1220c	Atlas of Life in the Coastal Wilderness		eng	[null]	[null]	[]		AU				1	2017-09-20T15:07:23.562+0000	2017-09-21T20:22:58.495+0000	
NSW	0cbfea81-f7f6-43a7-a5bc-9b38898b505d	0cbfea81-f7f6-43a7-a5bc-9b38898b505d	4a6f1b71-969e-4fc5-a693-282b05e1220c	The Royal Botanic Gardens & Domain Trust		eng	[null]	["(02) 9231 8111"]	["http://www.rbgsyd.nsw.gov.au/"]	Sydney	AU	2000	-33.86369	151.22077	1	2017-09-20T15:07:28.411+0000	2017-09-21T20:23:02.426+0000	
AM	770c30d2-c2a8-4bb2-8056-6167297cddae	770c30d2-c2a8-4bb2-8056-6167297cddae	4a6f1b71-969e-4fc5-a693-282b05e1220c	Australian Museum	The Australian Museum is making a range of species information and data from its natural history collections available through the Atlas of Living Australia.	eng	[null]	["(612) 9320 6000"]	["http://australianmuseum.net.au/"]	Sydney	AU	2010	-33.874	151.213	3	2012-04-02T13:23:38.000+0000	2017-09-21T20:28:38.589+0000	
BDRS	17ad580a-c749-49dd-9ddd-d953b27b4891	17ad580a-c749-49dd-9ddd-d953b27b4891	4a6f1b71-969e-4fc5-a693-282b05e1220c	FieldData / Biological Data Recording System		eng	[null]	[null]	["https://root.ala.org.au/bdrs-core/root/home.htm"]		AU				10	2017-09-20T15:06:34.495+0000	2017-09-21T20:32:29.156+0000	
BGA	c0293f92-43de-46ca-a12c-15a5788375e8	c0293f92-43de-46ca-a12c-15a5788375e8	4a6f1b71-969e-4fc5-a693-282b05e1220c	Botanic Gardens of Adelaide	The Botanic Gardens of Adelaide comprises three beautiful public gardens - Adelaide Botanic Garden in the city, Mount Lofty Botanic Garden in the Adelaide Hills and Wittunga Botanic Garden in suburban Blackwood. These gardens provide visitors with a range of cultural, recreational, educational and scientific facilities.    Over 1.8 million people visit these gardens each year including approximately 25,000 school students.    The gardens, together with the State Herbarium, are governed by DEWNR and the Board of the Botanic Gardens and State Herbarium.	eng	[null]	[null]	["http://www.environment.sa.gov.au/botanicgardens/Home"]	Adelaide	AU		-34.92624	138.59036	1	2017-09-20T15:10:31.368+0000	2017-09-21T20:26:00.443+0000	
	215fad6d-884d-4127-9635-fad209824cdf	215fad6d-884d-4127-9635-fad209824cdf	4a6f1b71-969e-4fc5-a693-282b05e1220c	Royal Botanic Gardens Victoria		eng	["rbg@rbg.vic.gov.au"]	["(03) 9252 2300"]	["http://www.rbg.vic.gov.au/"]	Melbourne	AU	3004	-37.83106	144.97662	1	2017-09-20T15:10:36.229+0000	2017-09-21T20:26:04.398+0000	
BDRS	f9110d88-120d-44cd-a7b8-6b37f40f13a4	f9110d88-120d-44cd-a7b8-6b37f40f13a4	4a6f1b71-969e-4fc5-a693-282b05e1220c	Molonglo Catchment Group	The Molonglo Catchment Group is one of three community-based catchment groups in the ACT.  All catchment group areas cross over the NSW border, however the Molonglo Catchment is largely in NSW.  The catchment groups act as umbrella groups for the many Landcare and other natural resource management (NRM) interest groups in their geographical area.	eng	[null]	[null]	["http://www.molonglocatchment.com.au/"]		AU				1	2017-09-20T15:11:11.090+0000	2017-09-21T20:26:50.774+0000	
	648d68cf-748e-4f56-a411-7e95a75e4cd2	648d68cf-748e-4f56-a411-7e95a75e4cd2	4a6f1b71-969e-4fc5-a693-282b05e1220c	Macquarie University		eng	["mqinfo@mq.edu.au"]	["(02) 9850 7111"]	["http://www.mq.edu.au/"]	North Ryde	AU	2109	-33.78004	151.10299	1	2017-09-20T15:13:06.855+0000	2017-09-21T20:29:10.188+0000	
BDRS	64bd66c1-e7d3-48d0-9462-488729aed122	64bd66c1-e7d3-48d0-9462-488729aed122	4a6f1b71-969e-4fc5-a693-282b05e1220c	Commonwealth Scientific and Industrial Research Organisation	CSIRO is the custodian of several collections of animal and plant specimens that contribute to national and international biological knowledge.    The Australian National Biological Collections underpin the discovery, inventory, understanding and conservation of Australia's plant and animal biodiversity.    The National Biological collections managed by CSIRO are listed below. Together they constitute a vast storehouse of information about Australia's biodiversity. They underpin a significant part of the country's taxonomic, genetic, agricultural, ecological and biosecurity research. They are therefore vital resources which can inform decision making in conservation and the development of sustainable land management systems.	eng	[null]	[null]	["http://www.csiro.au/"]		AU				11	2017-09-20T15:04:40.927+0000	2017-09-21T20:32:13.013+0000	
University of British Columbia	b542788f-0dc2-4a2b-b652-fceced449591	b542788f-0dc2-4a2b-b652-fceced449591	8f83fc96-c966-4126-83f7-bf044dc49efa	University of British Columbia		eng			["http://www.ubc.ca/%20"]		CA		49.26326	-123.25102	11	2012-02-20T15:46:29.000+0000	2012-02-20T15:46:29.000+0000	
